anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
37993,Watashi ni Tenshi ga Maiorita!,7.36,"Slice of Life, Comedy, Shoujo Ai",Wataten! An Angel Flew Down to Me,私に天使が舞い降りた！,"College student Miyako Hoshino is quite shy around other people. She mostly spends her time in her room making cosplay outfits. When her fifth-grade sister Hinata brings her classmate Hana Shirosaki home, Miyako instantly becomes captivated with Hana's cuteness. Miyako tries to do various things, ranging from making Hana wear cosplay dresses to giving her sweets. This gives Hana a bad impression of her at first, but Miyako will do anything to grow closer to the angel who has descended before her.",TV,12,"Jan 8, 2019 to Mar 26, 2019",Winter 2019,"AT-X, flying DOG, Sony Music Communications, Kadokawa Media House, Ichijinsha, Kadokawa",Unknown,Doga Kobo,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,2066,1149,128398,1219,11170,62419,3718,6718
37998,Girly Air Force,6.18,"Action, Sci-Fi",Unknown,ガーリー・エアフォース,"Kei Narutani and his childhood friend, Song Minghua, are Chinese refugees who are fleeing from the Zai, a mysterious organization that indiscriminately terrorizes their country and its people. Fortunately, during their escape to Japan, they are saved by a strange red aircraft. Kei's fascination with this aircraft leads him to meet his savior: a girl who is an ""Anima""—the pilot of a unique type of airplane called a ""Daughter."" The girl goes by Gripen, an adorable JAS-39F fighter aircraft. Kei develops a bond with Gripen and is then recruited by the Japan Self-Defense Force to help Gripen overcome her troubles with flying. Later joined by Eagle, a carefree F-15J-ANM, and Phantom, a proud RF-4EJ-ANM, the squadron takes up arms, determined to protect humanity. Together, the five individuals battle against the invasive Zai, forming the last line of defense against the threatening alien force.",TV,12,"Jan 10, 2019 to Mar 28, 2019",Winter 2019,Sotsu,Unknown,Satelight,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7458,2142,54255,144,5124,24374,1682,5715
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.43,"Comedy, Psychological, Romance, School, Seinen",Kaguya-sama:Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,"he renowned Shuchiin Academy, Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike, Miyuki serves as the student council president. Alongside him, the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body, regarded as the perfect couple. However, despite both having already developed feelings for the other, neither are willing to admit them. The first to confess loses, will be looked down upon, and will be considered the lesser. With their honor and pride at stake, Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love!",TV,12,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications",Aniplex of America,A-1 Pictures,Manga,25 min. per ep.,PG-13 - Teens 13 or older,137,83,925543,22277,69272,678999,17761,15500
38062,Endro~!,6.94,"Fantasy, Magic, Slice of Life",ENDRO!,えんどろ～！,"In a world of adventurers and magic lies Naral Island. Every generation, a Demon Lord rises to plague the land, and every generation, a Hero is born to subdue him. For countless centuries, the cycle has repeated with no end in sight. The latest Hero, Juulia ""Yusha"" Charldetto, has almost completed her valiant campaign alongside her party members: responsible priest Seiran ""Seira"" Élénoir, enigmatic mage Meiza ""Mei"" Endust, and hyper-energetic warrior Fai Fai. In the final battle against the Demon Lord, Yusha's party attempt a risky spell to cast their enemy into the drifts of time. But the incantation goes awry, sending Yusha and her friends back to a time before the Demon Lord, before Yusha becomes the Hero, and before the party had even graduated as adventurers. With their memories of the future erased, the four girls restart their ambitions to become the Hero's Party, aspiring to defeat the Demon Lord. However, in a sudden twist of fate, the Demon Lord was also sent back in time with her memories intact. Reduced to the form of a little girl, the Demon Lord takes the name Mao and infiltrates the adventurers' school as a teacher, planning to stop Yusha before she becomes a hero. Thus begins the story of Yusha and her friends, in their quest to defeat the Demon Lord, not knowing that the one they seek is right by their side.",TV,12,"Jan 13, 2019 to Mar 31, 2019",Winter 2019,Egg Firm,Funimation,Studio Gokumi,Original,23 min. per ep.,PG-13 - Teens 13 or older,3842,2107,55889,140,5397,22006,2115,4968
38101,5-toubun no Hanayome,7.59,"Harem, Comedy, Romance, School, Shounen",The Quintessential Quintuplets,五等分の花嫁,"Fuutarou Uesugi is an ace high school student, but leads an otherwise tough life. His standoffish personality and reclusive nature have left him friendless, and his father is debt-ridden, forcing his family to scrape by. One day during his lunch break, Uesugi argues with a female transfer student who has claimed ""his seat,"" leading both of them to dislike each other. That same day, he is presented with a golden opportunity to clear his family's debt: a private tutoring gig for a wealthy family's daughter, with a wage of five times the market price. He accepts the proposal, but is horrified to discover that the client, Itsuki Nakano, is the girl he confronted earlier! After unsuccessfully trying to get back on Itsuki's good side, Uesugi finds out that his problems don't end there: Itsuki is actually a quintuplet, so in addition to her, he must also tutor her sisters—Miku, Yotsuba, Nino, and Ichika—who, despite the very real threat of flunking, want nothing to do with a tutor. However, his family's livelihood is on the line so Uesugi pushes on, adamant in his resolve to rid the sisters of their detest for studying and successfully lead them to graduation.",TV,12,"Jan 11, 2019 to Mar 29, 2019",Winter 2019,Unknown,Funimation,Tezuka Productions,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1290,293,442930,6548,27864,325568,6849,10759
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.76,"Slice of Life, Comedy",My Roommate is a Cat,同居人はひざ、時々、頭のうえ。,"Subaru Mikazuki is a 23-year-old mystery novel author, major introvert, and an awkwardly shy person. He would much rather stay home to read a book than go outside and interact with others. Further exacerbating this life of solitude, his parents tragically died in an accident many years ago, leaving him alone in the world. One day, while giving offerings at his parents' grave, Subaru runs into a small grey and white cat named Haru, which he ends up taking home with him. Subaru, however, has never taken care of anyone else in his life—can he even take care of a cat? Haru is grateful toward Subaru, as he gives her all the food she wants—a luxury for a cat who is used to a rough life on the streets. But she notices that Subaru can't even seem to take care of himself! Will she be okay with this dunce? Doukyonin wa Hiza, Tokidoki, Atama no Ue. tells the story of an unlikely friendship between a human and a cat who try to foster an understanding with each other.",TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,"AT-X, NBCUniversal Entertainment Japan, Tokyo MX, Avex Pictures, Q-Tec, BS11, ABC Animation, GYAO!, BookLive",Funimation,Zero-G,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,892,1147,128888,881,11567,71736,4231,5322
38157,Circlet Princess,6,"Action, School, Sci-Fi, Sports",Unknown,CIRCLET PRINCESS（サークレット・プリンセス）,"Virtual Reality and the arrival of Circlet Technology has changed people's lives. A new competitive electronic sport called Circlet Bout emerges, and schools duel to determine the strongest Circlet Bout Club and player. One day, Yuuka Sasaki gets mistaken for a challenger and battles against Chikage Fujimura, the best player in Japan, tying the intense fight despite her inexperience. These events lead to her passion for the sport, deciding to become a Circlet Bout player. Two years later, Yuuka moves to Tokyo and enrolls in Union School, a place where she can practice and pursue her dream of fighting Chikage again. After her arrival at the Union School, she discovers the club closed. Now her first goal is to help the athletic Miyuki Kasahara and club manager Ayumu Aizawa reopen Union's Circle Bout Club and return it to its former glory.",TV,12,"Jan 8, 2019 to Mar 26, 2019",Winter 2019,Lantis,Unknown,SILVER LINK.,Game,24 min. per ep.,PG-13 - Teens 13 or older,8201,4274,14014,23,1359,3842,601,1964
38162,Rinshi!! Ekoda-chan,5.53,"Slice of Life, Comedy, Seinen",Rinshi!! Ekodachan,臨死!!江古田ちゃん,"shi!! Ekoda-chan is a fun and dark a 4-koma manga about the real (?) life of the author, a single woman in Tokyo who drifts through relationships and works at various hostess clubs and the like. Lots of commentary on ""birds of prey"" (moukin), girls who use their cuteness and affect stupidity in order to try to score men (against whom the author is constantly fighting). (Source: Zigguratbuilder)",TV,11,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,"Sotsu, AT-X, Tokyo MX, Exit Tunes, Radio Osaka, Rakuten, Cloud22",Funimation,"Ascension, Creators in Pack, Zero-G",4-koma manga,5 min. per ep.,PG-13 - Teens 13 or older,9583,5127,8879,13,659,2913,328,1910
38199,Bermuda Triangle: Colorful Pastrale,5.46,"Music, Fantasy",Unknown,バミューダトライアングル ～カラフル・パストラーレ～,"The glittering spotlights. The sparkling, fluffy, cute outfits. The charming voices while dancing with bright smiles. Under the dazzling lights on the big city stage, these would be the mermaid idols who swim and dance freely underwater. But far from this big city, the girls once lived in the peaceful village of Parrel. These girls, who would not even imagine such a glittering future for themselves, are instead just raising a fuss over the snack cakes they are eating. This is the story of the cheerful daily life of mermaids who strive their hardest everyday. (Source: Official website)",TV,12,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,Bushiroad,Sentai Filmworks,Seven Arcs Pictures,Original,25 min. per ep.,PG-13 - Teens 13 or older,9772,5747,6718,15,529,1815,227,1489
38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),6.77,"Psychological, Drama, Magic, Thriller",Magia Record:Puella Magi Madoka Magica Side Story,マギアレコード 魔法少女まどか☆マギカ外伝 (TV),"umor has it that if a young girl strikes a bargain with a white fairy, it will grant any wish her heart desires. However, in exchange, she will become a magical girl and must put her life on the line to slay fearsome and ferocious witches. Iroha Tamaki, a kind-hearted middle schooler from Takarazaki City, is living proof that these rumors are true. Armed with a magical crossbow and the ability to heal injuries, Iroha seeks out the labyrinths where witches hide and defeats them before they can prey on humans. Yet Iroha has no memory of her wish, and even Kyuubey, the white fairy himself, seems to have no idea what Iroha requested of him. One day, Iroha hears rumors of a city where ""magical girls can be saved,"" and finds herself on a sunset train to Kamihama City. Unfortunately, she discovers that the witches in Kamihama are far more powerful than usual. After veteran magical girl Yachiyo Nanami is forced to save her, Iroha vows to never return. But when a chance encounter with a tiny Kyuubey seems to trigger distant memories, Iroha is compelled to investigate the mysterious city despite the danger.",TV,13,"Jan 5, 2020 to Mar 29, 2020",Winter 2020,"Aniplex, Houbunsha, f4samurai",Aniplex of America,Shaft,Game,23 min. per ep.,PG-13 - Teens 13 or older,4604,1324,107415,1000,12508,37592,4532,7969
38301,Kouya no Kotobuki Hikoutai,6.86,"Action, Military, Adventure",The Magnificent Kotobuki,荒野のコトブキ飛行隊,"In a barren frontier where people trade goods with each other in order to help each other survive. The Kotobuki Squadron are bodyguards for hire, led by a strict but beautiful squadron leader, an unreliable commanding officer, and a true artisan of a crew chief. Alongside pilots who don't lack for personality, they take to the air in dogfights, letting the engine noise of their Hayabusa fighters ring out in the skies. (Source: ANN)",TV,12,"Jan 13, 2019 to Mar 31, 2019",Winter 2019,"Digital Frontier, Bandai Namco Arts",Sentai Filmworks,"WAO World, GEMBA",Original,24 min. per ep.,PG-13 - Teens 13 or older,4196,3167,26802,65,2489,8909,1029,3426
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,6.64,"Slice of Life, Comedy, School, Josei",Unknown,ぼくのとなりに暗黒破壊神がいます。,"In the distant past, Miguel, the God of Destruction, was sealed inside the knight who ruled over light and darkness, Sturmhurt. Alongside the knight was Gestöber, who accompanied him through countless battles. In the present day, destiny causes them to reincarnate as Kabuto Hanadori and Seri Koyuki, two classmates. Their reunion should be a joyous moment, if not for the fact that these fantasied heroes are just products of Kabuto's delusions. As the fictional ""Gestöber,"" Seri finds himself in various embarrassing situations due to Kabuto's antics that sometimes grow out of his control. Moreover, his classmate Utsugi Tsukimiya joins the fray with his absurdly accurate mind-reading abilities, slowly destroying Seri's social life. Seri tries hard to stay away from them, refusing to acknowledge their shenanigans, however with Kabuto's chuunibyou and Utsugi's unpredictability, he is only bound to be swept by the craziness coming his way.",TV,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,"Toei Video, AT-X, Being, Yomiuri TV Enterprise, Kadokawa, JY Animation, Crunchyroll SC Anime Fund, MAGNET, Video Market",Unknown,EMT Squared,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5161,2638,37227,160,3837,13437,1456,4756
38449,Choujigen Kakumei Anime: Dimension High School,5.21,School,Unknown,超次元革命アニメ Dimensionハイスクール,"The high school boys transferred to an anime world while they are in cramming school. Since then, they start school life in the anime world they transferred in. (Source: MAL News)",TV,11,"Jan 10, 2019 to Mar 21, 2019",Winter 2019,"Polygon Pictures, Polygon Magic",Sentai Filmworks,Unknown,Original,10 min. per ep.,PG-13 - Teens 13 or older,10297,5230,8477,16,552,1637,268,2437
38474,Yuru Camp△ Season 2,8.61,"Slice of Life, Comedy",Laid-Back Camp,ゆるキャン△ SEASON2,"Having spent Christmas camping with her new friends, Rin Shima embarks on a solo-camping trip to see the New Year sunrise by the sea. All goes according to plan until unforeseen weather blocks the roads back home, making a return trip impossible. Rin, who is now stranded for a few days, is invited by Nadeshiko Kagamihara to stay at her grandmother's house. What is supposed to be a two-day trip becomes an extended period of sightseeing and new experiences for Rin, and she encounters some new and old faces along the way. Yuru Camp△ Season 2 continues the story of Rin, Nadeshiko, and their friends as they further explore the joys of camping.",TV,13,"Jan 7, 2021 to ?",Winter 2021,"Half H.P Studio, MAGES., DeNA",Unknown,C-Station,Manga,23 min. per ep.,PG-13 - Teens 13 or older,65,1381,101971,903,44585,9,1051,389
38476,Heya Camp△,7.19,"Slice of Life, Comedy",Room Camp,へやキャン△,"During an Outdoor Activities Club meeting, Nadeshiko Kagamihara, Aoi Inuyama, and Chiaki Oogaki debate what it means to be a real Yamanashi native. Somewhere along the line, Chiaki brings up the Yamanashi Kids' Stamp Rally, which Nadeshiko has never heard of. The rally encourages one to visit famous places in the prefecture and collect stamps; those who complete the rally will win a year's worth of Minobu steamed buns. Enticed by the humongous food prize, Nadeshiko is set on participating. Follow the Outdoor Activities Club as they travel around the Yamanashi prefecture to collect stamps and explore what the region has to offer!",TV,12,"Jan 6, 2020 to Mar 23, 2020",Winter 2020,"Sotsu, AT-X, KlockWorx, Houbunsha, MAGES., BS11, DeNA, FuRyu",Unknown,C-Station,Manga,3 min. per ep.,PG-13 - Teens 13 or older,2824,1908,65066,95,5762,32967,1544,1863
38481,Toaru Kagaku no Railgun T,8.25,"Action, Sci-Fi, Super Power",A Certain Scientific Railgun T,とある科学の超電磁砲[レールガン]T,"The Daihasei Festival has begun, and that of course means that Tokiwadai Middle School—a prestigious all-girls' middle school—is competing too. Despite the participation of the ""Ace of Tokiwadai,"" Mikoto Misaka, the other students who are participating are still putting their utmost effort into winning, no matter how impossible the feat may seem against her might. However, not all is fun and games. Due to the the festival, Academy City opens to the outside world, and various factions have begun plotting ways to infiltrate the city. Misaka appears to be on their radar, and as the festival proceeds, people lurking from the shadows begin to emerge... Toaru Kagaku no Railgun T brings back the Tokiwadai Ace and her friends as they dive deeper into the dark side of Academy City. From terrorist attacks to ruthless underground projects, anything is possible in this city.",TV,25,"Jan 10, 2020 to Sep 25, 2020",Winter 2020,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",Funimation,J.C.Staff,Manga,24 min. per ep.,R - 17+ (violence & profanity),263,1061,140037,6045,24344,47791,4018,2014
38544,Egao no Daika,6.06,"Military, Slice of Life, Drama, Fantasy, Mecha",The Price of Smiles,エガオノダイカ,"On a planet far from Earth, there is a kingdom full of smiling faces. Princess Yuuki is 12 years old, and about to enter a sensitive age in a person's life. Everyday, she cries, laughs, and sometimes, her heart throbs with excitement. All the while, she lives merrily in the royal palace. Filling her days are her loyal vassals: her tutor Reira, Izana who assists in political affairs, the leader of the chivalry Harold … and then there is her childhood friend and aide Joshua. ""Yuuki! If you have spirit and guts, you can do anything!"" ""…No, not this again! Joshua, be nobler!"" Stella is 17 years old and a capable, reserved soldier. However, she is always smiling ... for smiling is essential to living. This is a story of two girls born on distant planets. (Source: ANN)",TV,12,"Jan 4, 2019 to Mar 22, 2019",Winter 2019,"VAP, WOWOW, MediaNet, YTV, Asmik Ace, Nippon Television Network, Tokyo MX, Dynamo Pictures, Rakuten, Happinet",Sentai Filmworks,Tatsunoko Production,Original,23 min. per ep.,PG-13 - Teens 13 or older,7969,2940,30695,40,3103,11456,1187,4903
38578,Star☆Twinkle Precure,7.25,"Action, Magic, Fantasy, Shoujo",Unknown,スター☆トゥインクルプリキュア,"Hikaru Hoshina is an energetic middle school student with a love for space and the occult. As she draws constellations in her notebook, a small and fluffy creature suddenly appears from it! The creature, which she names Fuwa, turns out to be an alien with the ability to create warp holes. When Fuwa's companions, the aliens Lala Hagoromo and Prunce, arrive on Earth, they declare that they are searching for the Precure, legendary warriors who will save the universe. But an organization known as the Notraiders soon follows and attacks, intending to capture Fuwa and its power. Overcome by a desire to protect Fuwa, Hikaru finds herself transforming into ""Cure Star,"" one of the Precure that Lala and the others have been searching for! It is now up to Hikaru and the rest to fend off the Notraiders' onslaught, discover the rest of the Precure, and find the Star Color Pens, artifacts that will awaken the 12 Star Princess who keep the universe in balance.",TV,49,"Feb 3, 2019 to Jan 26, 2020",Winter 2019,"TV Asahi, Echoes",Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,2559,5651,7086,91,1342,2041,526,570
38656,Darwin's Game,7.3,"Action, Sci-Fi, Mystery, Super Power, Shounen",Darwin's Game,ダーウィンズゲーム,"High school student Kaname Sudou receives an invitation from a classmate to play Darwin's Game, a mobile game he has never heard of. However, as soon as he opens the application, a green snake suddenly pops out from his phone screen and bites his neck, leaving him unconscious. Waking up in the infirmary without any signs of a snake bite, he is told by the school to take the rest of the day off. Although he is puzzled by what has happened, he dismisses the surreal experience as a hallucination and boards the train home. Unfortunately, his curiosity gets the better of him and he uses the application once again. As the application appears to be just like any other battle game, Kaname breathes out a sigh of relief and decides to start his first match. However, the pleasant surprise is short-lived, as his in-game opponent unexpectedly appears right in front of him and attempts to hunt him down with a knife. As he desperately runs for his life, Kaname puts two and two together and realizes that Darwin's Game is not an ordinary game, but rather, it's a brutal fight for survival.",TV,11,"Jan 4, 2020 to Mar 21, 2020",Winter 2020,"Aniplex, AT-X, Tokyo MX, Akita Shoten, BS11, Kanetsu Investment, CA-Cygames Anime Fund, Hochi Shimbun, ADK",Aniplex of America,Nexus,Manga,26 min. per ep.,R - 17+ (violence & profanity),2323,467,305455,1627,31083,184837,6672,15145
38668,Dorohedoro,8.1,"Action, Comedy, Horror, Magic, Fantasy, Seinen",Unknown,ドロヘドロ,"Hole—a dark, decrepit, and disorderly district where the strong prey on the weak and death is an ordinary occurrence—is all but befitting of the name given to it. A realm separated from law and ethics, it is a testing ground to the magic users who dominate it. As a race occupying the highest rungs of their society, the magic users think of the denizens of Hole as no more than insects. Murdered, mutilated, and made experiments without a second thought, the powerless Hole dwellers litter the halls of Hole's hospital on a daily basis. Possessing free access to and from the cesspool, and with little challenge to their authority, the magic users appear indomitable to most—aside for a few. Kaiman, more reptile than man, is one such individual. He hunts them on a heedless quest for answers with only a trusted pair of bayonets and his immunity to magic. Cursed by his appearance and tormented by nightmares, magic users are his only clue to restoring his life to normal. With his biggest obstacle being his stomach, his female companion Nikaidou, who runs the restaurant Hungry Bug, is his greatest ally. Set in a gritty world of hellish design, Dorohedoro manages a healthy blend of comedy and lightheartedness with death and carnage. Taking plenty of twists and turns while following the lives of Hole's residents, it weaves a unique world of unearthly origin and dreary appearance not for the squeamish or easily disturbed.",TV,12,"Jan 13, 2020 to Mar 30, 2020",Winter 2020,"Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, TOHO animation, BS11, Shogakukan, Sumitomo, RAY, Pia",Netflix,MAPPA,Manga,23 min. per ep.,R - 17+ (violence & profanity),410,550,268894,3648,24155,149999,6446,6936
38673,Mini Toji,6.14,"Action, Comedy, Fantasy",Unknown,みにとじ,"Do the girls' daily lives include fighting and not fighting? All characters from the TV animated series Toji no Miko and smartphone game Toji no Miko: Kizamishi Issen no Tomoshibi are gathered together in smaller form! (Source: Crunchyroll, edited)",TV,10,"Jan 6, 2019 to Mar 17, 2019",Winter 2019,Unknown,Unknown,Project No.9,Original,5 min. per ep.,Unknown,7607,6396,5163,5,324,2624,98,368
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.59,"Action, Game, Sci-Fi, Adventure, Comedy, Fantasy","BOFURI:I Don't Want to Get Hurt, so I'll Max Out My Defense.",痛いのは嫌なので防御力に極振りしたいと思います。,"fter an enthusiastic invitation from her friend, Kaede Honjou reluctantly agrees to try New World Online: a very popular VRMMO played by thousands of people across Japan. Naming her in-game character Maple, she sets out on her journey. As a complete novice to such games, she allocates all of her stat points into vitality, desiring to not get hurt. With not a single point in any other stat, Maple has extraordinarily high defense, but she can't move quickly or hit hard. This doesn't end badly for her, however. Due to her high defense, Maple acquires overpowered skills such as Total Defense, Poison Immunity, and Devour. These skills, along with the incredibly powerful items she obtains, allow her to obliterate most enemies in a single hit. After only a few days of playing the game, Maple claims third place in a server-wide event, gaining a reputation as a player who is both unkillable and absurdly powerful. Despite her overpowered character, Kaede has much to learn. As she progresses through the game, she meets new friends and acquaintances, helping her complete new levels and events. Through all of her adventures, she may even pick up some other crazy skills that exceed all expectations.",TV,12,"Jan 8, 2020 to Mar 25, 2020",Winter 2020,"AT-X, MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, D-techno",Funimation,SILVER LINK.,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1319,516,278001,1986,29453,182384,6541,11296
38797,"Papa datte, Shitai",5.97,Shounen Ai,Unknown,"パパだって, したい","sumi Kouya is a college student who wants to earn some extra money. Utilizing his talents for cooking and cleaning, he accepts a part-time job as a housekeeper. His employer is single father Keiichi Naruse, an attractive young man with a troubling history regarding his former staff. Naruse's time is constantly dominated by work and his adorable son Ichika, and he rarely gets time to himself. Cleaning the man's room, Asumi gets a startling insight into just how frustrating the life of a single parent can be. He finds a pile of adult videos, which results in plenty of implications. Despite Naruse being a man, Asumi finds himself completely drawn in by his employer's beautiful face and gentle personality. With the promise of allowing the frustrated father sexual relief, Asumi's life as part of this small family has only just begun.",TV,8,"Jan 7, 2019 to Feb 25, 2019",Winter 2019,"Picante Circus, Suiseisha",Unknown,Magic Bus,Manga,6 min. per ep.,R+ - Mild Nudity,8322,3706,19671,219,1491,12147,314,835
38851,Virtual-san wa Miteiru,5.42,"Comedy, Music",Virtual-san Looking,バーチャルさんはみている,"Virtual-san wa Miteiru is an anime that brings Virtual YouTubers to life. The term Virtual YouTuber, or VTuber, refers to a YouTuber who shows themselves as an animated character, hiding their true appearance but still bringing joy to viewers. VTubers featured in Virtual-san wa Miteiru include Hime Tanaka and Hina Suzuki, who together make the rhythmic music duo HimeHina; Siro, the cyber girl, who definitely, certainly, positively has never murdered anyone; the lazy, FPS-loving Hinata Nekomiya; the upbeat Akari Mirai who sexually harasses her juniors; and the lightweight Mito Tsukino, who has a serious superiority complex. In every episode these VTubers perform nonsense together in skits filled with slapstick, puns and fourth-wall-breaks. From the parody space adventure ""Virtual Wars"" to the nameless skit about bouncing gorillas, these absurdly funny segments are brimming with excitement. Virtual-san wa Miteiru is a one-of-a-kind comedy certain to bring delight to any fan of Virtual YouTubers!",TV,12,"Jan 10, 2019 to Mar 27, 2019",Winter 2019,Dwango,Unknown,Lide,Original,24 min. per ep.,PG-13 - Teens 13 or older,9874,5798,6570,20,706,1452,275,1707
38853,Ex-Arm,2.18,"Action, Sci-Fi, Ecchi, Seinen",Unknown,EX-ARMエクスアーム,2014: Akira Natsume seems to almost have a phobia of electrical devices while also being very good at diagnosing them. He resolves to change himself for the better and get a girlfriend like his older brother did. ...But then Akira suddenly dies in an accident. 16 years later a special policewoman and her android partner retrieve and activate a highly advanced AI and superweapon called EX-ARM and put it into full control of their ship as a last resort. Turns out the AI is actually just Akira's brain! (Source: MU),TV,12,"Jan 11, 2021 to ?",Winter 2021,"Nippon Columbia, BS Fuji, Shueisha, Yomiuri TV Enterprise, MAGNET, Video Market, Royal Limousine",Crunchyroll,Visual Flight,Manga,23 min. per ep.,PG-13 - Teens 13 or older,11073,2350,46649,237,13461,22,599,14271
38883,Haikyuu!!: To the Top,8.39,"Comedy, Sports, Drama, School, Shounen",Unknown,ハイキュー!! TO THE TOP,"fter their triumphant victory over Shiratorizawa Academy, the Karasuno High School volleyball team has earned their long-awaited ticket to nationals. As preparations begin, genius setter Tobio Kageyama is invited to the All-Japan Youth Training Camp to play alongside fellow nationally recognized players. Meanwhile, Kei Tsukishima is invited to a special rookie training camp for first-years within the Miyagi Prefecture. Not receiving any invitations himself, the enthusiastic Shouyou Hinata feels left behind. However, Hinata does not back down. Transforming his frustration into self-motivation, he boldly decides to sneak himself into the same rookie training camp as Tsukishima. Even though Hinata only lands himself a job as the ball boy, he comes to see this as a golden opportunity. He begins to not only reflect on his skills as a volleyball player but also analyze the plethora of information available on the court and how he can apply it. As the much-anticipated national tournament approaches, the members of Karasuno's volleyball team attempt to overcome their weak points and refine their skills, all while aiming for the top!",TV,13,"Jan 11, 2020 to Apr 4, 2020",Winter 2020,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Unknown,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,159,276,470208,4058,49196,335260,6523,1992
38909,Infinite Dendrogram,6.14,"Game, Fantasy",Infinite Dendrogram,<Infinite Dendrogram>-インフィニット・デンドログラム-,"In the year 2043, <Infinite Dendrogram>, the world's first successful full-dive VRMMO was released. In addition to its ability to perfectly simulate the five senses, along with its many other amazing features, the game promised to offer players a world full of infinite possibilities. Nearly two years later, soon-to-be college freshman, Reiji Mukudori, is finally able to buy a copy of the game and start playing. With some help from his experienced older brother, Shuu, and his partner Embryo, Reiji embarks on an adventure into the world of <Infinite Dendrogram>. Just what will he discover and encounter in this game world known for its incredible realism and infinite possibilities? (Source: J-Novel Club)",TV,13,"Jan 9, 2020 to Apr 16, 2020",Winter 2020,"AT-X, Nippon Columbia, KlockWorx, Hobby Japan, Studio Mausu, Hakuhodo DY Music & Pictures, BS11, Anima&Co.",Funimation,NAZ,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7619,1277,113280,205,15817,53418,3636,13745
38924,Nekopara,6.76,"Slice of Life, Comedy",NekoparA,ネコぱら,"The siblings Kashou and Shigure Minazuki enjoy the company of six catgirls. Chocola and Vanilla assist Kashou in his job as a baker at the patisserie La Soleil, while the others—Coconut, Azuki, Cinnamon, and Maple—accompany Shigure in her daily life back at their home. One afternoon, when Chocola goes out for an errand, she notices a green-haired kitten alone by herself at a park and decides to bring her back to the patisserie. Soon after, the Minazuki household adopts her and gives her a name: Cacao. With a new member in their family, the members of the Minazuki household continue their everyday lives—bound to become livelier than ever.",TV,12,"Jan 9, 2020 to Mar 26, 2020",Winter 2020,"Movic, AT-X, KlockWorx, Good Smile Company, Avex Pictures, Avex Technologies",Funimation,Felix Film,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,4604,1293,110004,596,13474,39712,4643,9190
39003,Kyou mo Tsuno ga Aru,6.51,Comedy,Unknown,今日もツノがある,veryday life of yellow frog with horn. Based on the web manga of the same title.,TV,50,"Feb 21, 2019 to Feb 19, 2020",Winter 2019,Unknown,Unknown,MMDGP,Web manga,1 min. per ep.,G - All Ages,15251,12721,392,0,30,28,12,92
39007,Kawauso Labo,6.51,Comedy,Unknown,カワウソラボ,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,TV,26,"Jan 15, 2019 to Jul 16, 2019",Winter 2019,DAX Production,Unknown,Kachidoki Studio,Other,Unknown,G - All Ages,14912,11409,671,1,33,21,8,72
